Title,Subject Description,SubjectID,Subject,Course Number,Section,CRN,InstructorID,Instructor,MeetingDays,Campus,Instructional Methods
Production DesignLecture,Film and Television Production,84,PROD,581,1,49204,,,W,Westchester,Classroom Based Course
Dir III: Directing ActorsLecture,Film and Television Production,84,PROD,600,1,46650,457,Margaret Murphy,MW,Westchester,Classroom Based Course
Dir III: Directing ActorsLecture,Film and Television Production,84,PROD,600,2,40376,619,Rosanne Korenberg,TT,Westchester,Classroom Based Course
Dir III: Directing ActorsLecture,Film and Television Production,84,PROD,600,3,46651,293,Janet Yang,TT,Westchester,Classroom Based Course
Advanced Production - DocLecture,Film and Television Production,84,PROD,600,4,48028,121,Charles Swanson,MW,Westchester,Classroom Based Course
Dir III: Directing ActorsLecture,Film and Television Production,84,PROD,600,5,44601,427,Leena Pendharkar,MW,Westchester,Classroom Based Course
Film & Television DevelopmentLecture,Film and Television Production,84,PROD,635,1,46653,522,Mischa Livingstone,T,Westchester,Classroom Based Course
Producing Master ClassLecture,Film and Television Production,84,PROD,639,1,46655,341,Jonathan Wysocki,M,Westchester,Classroom Based Course
Producing Master ClassLecture,Film and Television Production,84,PROD,639,3,48601,729,Vanessa Newell,Th,Westchester,Classroom Based Course
Cinematography Master ClassLecture,Film and Television Production,84,PROD,649,1,46659,257,Gregory Ruzzin,W,Westchester,Classroom Based Course
Thesis Proj I: Pre-Prod & ProdLecture,Film and Television Production,84,PROD,650,1,46211,,,T,Westchester,Classroom Based Course
Thesis Proj I: Pre-Prod & ProdLecture,Film and Television Production,84,PROD,650,2,46660,652,Sharon Mooney,T,Westchester,Classroom Based Course
Thesis Proj I: Pre-Prod & ProdLecture,Film and Television Production,84,PROD,650,3,47571,652,Sharon Mooney,T,Westchester,Classroom Based Course
Thesis Proj I: Pre-Prod & ProdLecture,Film and Television Production,84,PROD,650,4,47572,,,T,Westchester,Classroom Based Course
Thesis Project I: Pre-Production and ProductionLecture,Film and Television Production,84,PROD,650,5,48607,,,T,Westchester,Classroom Based Course
Visual EffectsLecture,Film and Television Production,84,PROD,664,1,48604,,,T,Westchester,Classroom Based Course
Advanced EditingLecture,Film and Television Production,84,PROD,666,1,40375,341,Jonathan Wysocki,Th,Westchester,Classroom Based Course
Advanced EditingLecture,Film and Television Production,84,PROD,666,2,48992,619,Rosanne Korenberg,Th,Westchester,Classroom Based Course
Advanced Directing SeminarLecture,Film and Television Production,84,PROD,680,1,47567,,,M,Westchester,Classroom Based Course
Sem: DIT WorkshopLecture,Film and Television Production,84,PROD,685,1,47126,,,0,Westchester,Classroom Based Course
Sem: Virtual Production SurveyLecture,Film and Television Production,84,PROD,685,2,48484,,,W,Westchester,Classroom Based Course
Sem: Blocking Actors + CameraLecture,Film and Television Production,84,PROD,685,3,48606,,,Th,Westchester,Classroom Based Course
Sem: Prdcing-Market-Sell IndieLecture,Film and Television Production,84,PROD,685,4,49205,260,Hai Tran,W,Westchester,Classroom Based Course
Actor WorkshopWorkshop,Film and Television Production,84,PROD,687,1,47565,260,Hai Tran,W,Westchester,Classroom Based Course
Plan for Career in FinanceLecture,Finance,39,FNCE,1401,1,44868,502,Micah Officer,M,Online,Fully Online Course
Plan for Career in FinanceLecture,Finance,39,FNCE,1401,2,44869,,,T,Online,Fully Online Course
Plan for Career in FinanceLecture,Finance,39,FNCE,1401,3,44870,,,W,Online,Fully Online Course
Valuation & Financial ModelingLecture,Finance,39,FNCE,3415,1,44851,118,Charles Higgins,TT,Westchester,Classroom Based Course
Valuation & Financial ModelingLecture,Finance,39,FNCE,3415,2,44852,173,David Offenberg,TT,Westchester,Classroom Based Course
Valuation & Financial ModelingLecture,Finance,39,FNCE,3415,3,44853,61,Anthony Beaudoin,MW,Westchester,Classroom Based Course
InvestmentsLecture,Finance,39,FNCE,3420,1,40576,676,Sung Sohn,TT,Westchester,Classroom Based Course
InvestmentsLecture,Finance,39,FNCE,3420,2,40807,470,Mark Macedo,TT,Westchester,Classroom Based Course
InvestmentsLecture,Finance,39,FNCE,3420,3,48621,,,MW,Westchester,Classroom Based Course
Entertainment FinanceLecture,Finance,39,FNCE,3456,1,47756,678,Susan Elkinawy,TT,Westchester,Classroom Based Course
Commercial BankingLecture,Finance,39,FNCE,3488,1,47039,183,Dennis Draper,TT,Westchester,Classroom Based Course
"Real Est. Fnce, Invest, & EntrLecture",Finance,39,FNCE,4420,1,41345,260,Hai Tran,MW,Westchester,Classroom Based Course
Real Estate DevelopmentLecture,Finance,39,FNCE,4425,2,48965,678,Susan Elkinawy,W,Westchester,Classroom Based Course
Capital MarketsLecture,Finance,39,FNCE,4430,2,42996,750,Yan Zhang,M,Westchester,Classroom Based Course
International FinanceLecture,Finance,39,FNCE,4480,1,48622,566,Patrick Rago,M,Westchester,Classroom Based Course
SIF: Portfolio ManagementLecture,Finance,39,FNCE,4492,1,45700,425,Layla Karst,MW,Westchester,Classroom Based Course
Fincl Stmnts Analys & ValuatnsLecture,Financial Decision Systems,67,MBAF,610,1,47511,354,Juan Mah y Busch,T,Westchester,Classroom Based Course
International FinanceLecture,Financial Decision Systems,67,MBAF,648,1,48649,398,Kirstin Noreen,W,Westchester,Classroom Based Course
SS: Advanced Corporate FinanceLecture,Financial Decision Systems,67,MBAF,698,1,46719,398,Kirstin Noreen,M,Westchester,Classroom Based Course
FYS: Cultivating EmpathyLecture,First Year Seminar,38,FFYS,1000,2,45728,81,Bernadette Musetti,MW,Westchester,Classroom Based Course
FYS: Bad CatholicsLecture,First Year Seminar,38,FFYS,1000,3,47720,83,Beth Hynes,MW,Westchester,Classroom Based Course
FYS: Art of UnderstandingLecture,First Year Seminar,38,FFYS,1000,4,46758,83,Beth Hynes,MW,Westchester,Classroom Based Course
"FYS:Cult, Art, Scty:Shaping LALecture",First Year Seminar,38,FFYS,1000,5,47887,83,Beth Hynes,TT,Westchester,Classroom Based Course
"FYS:Cult, Art, Scty:Shaping LALecture",First Year Seminar,38,FFYS,1000,6,45729,83,Beth Hynes,TT,Westchester,Classroom Based Course
FYS: Education & Public GoodLecture,First Year Seminar,38,FFYS,1000,7,40856,613,Robin Wilson,TT,Westchester,Hybrid Course
"FYS:Futr Career, Globl MrktplcLecture",First Year Seminar,38,FFYS,1000,8,41890,393,Kevin Wetmore,MW,Westchester,Classroom Based Course
"FYS:Futr Career, Globl MrktplcLecture",First Year Seminar,38,FFYS,1000,9,46749,520,Mikki Kressbach,TT,Westchester,Classroom Based Course
"FYS:Futr Career, Globl MrktplcLecture",First Year Seminar,38,FFYS,1000,10,42294,504,Michael Daley,TT,Westchester,Classroom Based Course
"FYS:Futr Career, Globl MrktplcLecture",First Year Seminar,38,FFYS,1000,11,47714,751,Yanjie Wang,TT,Westchester,Classroom Based Course
FYS: Prncpls of Scientfc ReasnLecture,First Year Seminar,38,FFYS,1000,12,43546,291,Jane Brucker,MWF,Westchester,Classroom Based Course
FYS: Horror and TerrorLecture,First Year Seminar,38,FFYS,1000,13,40854,291,Jane Brucker,TT,Westchester,Classroom Based Course
FYS: Body GenresLecture,First Year Seminar,38,FFYS,1000,14,40870,383,Kennedy Wheatley,W,Westchester,Classroom Based Course
FYS: History of TVLecture,First Year Seminar,38,FFYS,1000,15,46753,129,Christina Bogdanou,Th,Westchester,Classroom Based Course
FYS: East Asian CinemaLecture,First Year Seminar,38,FFYS,1000,20,40865,709,Timothy Williamson,MWF,Westchester,Classroom Based Course
FYS: Contemplative PracticeLecture,First Year Seminar,38,FFYS,1000,21,47717,346,Joseph LaBrie,TT,Westchester,Classroom Based Course
FYS: Contemplative PracticeLecture,First Year Seminar,38,FFYS,1000,22,42252,221,Eric Magnuson,TT,Westchester,Classroom Based Course
FYS: Women WarriorsLecture,First Year Seminar,38,FFYS,1000,23,40862,162,Daphnie Sicre,TT,Westchester,Classroom Based Course
FYS:Greek Stry:Strytllng IdntyLecture,First Year Seminar,38,FFYS,1000,24,41910,688,Taryn Vander Hoop,TT,Westchester,Classroom Based Course
FYS: Kid's Books-Life LessonsLecture,First Year Seminar,38,FFYS,1000,25,47002,473,Marne Campbell,MWF,Westchester,Classroom Based Course
FYS: Flourishing in CollegeLecture,First Year Seminar,38,FFYS,1000,26,47107,145,Claudia Sandoval,W,Westchester,Classroom Based Course
FYS: Per Growth & Spirtl DevlpLecture,First Year Seminar,38,FFYS,1000,28,47722,685,Sylvia Zamora,TT,Westchester,Classroom Based Course
First Year Seminar: TBDLecture,First Year Seminar,38,FFYS,1000,29,47723,282,James Bunker,TT,Westchester,Classroom Based Course
FYS: What the Body KnowsLecture,First Year Seminar,38,FFYS,1000,30,40874,282,James Bunker,TT,Westchester,Classroom Based Course
FYS: Black LALecture,First Year Seminar,38,FFYS,1000,31,43244,681,Susan Scheibler,MWF,Westchester,Classroom Based Course
FYS:Politics of Race RelationsLecture,First Year Seminar,38,FFYS,1000,32,47721,727,Vandana Thadani,TT,Westchester,Classroom Based Course
FYS: Latino L.A.Lecture,First Year Seminar,38,FFYS,1000,33,46754,400,Konstantin Platonov,TT,Westchester,Classroom Based Course
FYS:Rhetoric Media & Civic ResLecture,First Year Seminar,38,FFYS,1000,34,42253,446,Mairead Sullivan,TT,Westchester,Classroom Based Course
FYS:Rhetoric Media & Civic ResLecture,First Year Seminar,38,FFYS,1000,35,40878,383,Kennedy Wheatley,TT,Westchester,Classroom Based Course
FYS: Honors -Technlgcl SublimeLecture,First Year Seminar,38,FFYS,1000,36,43412,314,Jennifer Williams,TT,Westchester,Classroom Based Course
FYS:Honors-On Life Well-LivedLecture,First Year Seminar,38,FFYS,1000,38,41955,208,Elham Ghashghai,TT,Westchester,Classroom Based Course
"FYS:Markets, Insts, Well-beingLecture",First Year Seminar,38,FFYS,1000,39,47718,685,Sylvia Zamora,TT,Westchester,Classroom Based Course
"FYS: Honors-Sex, Sci & SocietyLecture",First Year Seminar,38,FFYS,1000,40,43243,190,Divine Gbagbo,MW,Westchester,Classroom Based Course
FYS: Women WarriorsLecture,First Year Seminar,38,FFYS,1000,41,40917,110,Carolyn Viviano,TT,Westchester,Classroom Based Course
FYS: Honors - Black LALecture,First Year Seminar,38,FFYS,1000,42,40860,337,Jonas Mureika,MW,Westchester,Classroom Based Course
FYS: Science & EngineeringLecture,First Year Seminar,38,FFYS,1000,45,40864,552,Nigel Raab,MW,Westchester,Classroom Based Course
FYS: Latino L.A.Lecture,First Year Seminar,38,FFYS,1000,46,40880,552,Nigel Raab,TT,Westchester,Classroom Based Course
FYS: Sounds of ResistanceLecture,First Year Seminar,38,FFYS,1000,47,48103,211,Elizabeth Drummond,MW,Westchester,Classroom Based Course
FYS: Sleep:Your Hidden SuprpwrLecture,First Year Seminar,38,FFYS,1000,49,48211,211,Elizabeth Drummond,MW,Westchester,Classroom Based Course
FYS: Science in Science FctnLecture,First Year Seminar,38,FFYS,1000,50,48336,104,Carissa Phillips-Garrett,TT,Westchester,Classroom Based Course
FYS: Hist of Natural DisastersLecture,First Year Seminar,38,FFYS,1000,51,48891,115,Catherine Peters,TT,Westchester,Classroom Based Course
FYS: Hist of Natural DisastersLecture,First Year Seminar,38,FFYS,1000,52,48892,160,Daniel Speak,TT,Westchester,Classroom Based Course
FYS: The Global Great WarLecture,First Year Seminar,38,FFYS,1000,53,48894,763,Zaki Eusufzai,MWF,Westchester,Classroom Based Course
FYS: The Global Great WarLecture,First Year Seminar,38,FFYS,1000,54,48893,763,Zaki Eusufzai,MWF,Westchester,Classroom Based Course
FYS: Ethics of CitizenshipLecture,First Year Seminar,38,FFYS,1000,55,48895,425,Layla Karst,TT,Westchester,Classroom Based Course
FYS: Sense and SynderesisLecture,First Year Seminar,38,FFYS,1000,56,48896,36,Amir Hussain,MW,Westchester,Classroom Based Course
FYS: Mortal QuestionsLecture,First Year Seminar,38,FFYS,1000,57,48897,357,Judy Park,MWF,Westchester,Classroom Based Course
FYS: Innovations for Glbl EconLecture,First Year Seminar,38,FFYS,1000,58,48898,152,Curtiss Takada Rooks,TT,Westchester,Classroom Based Course
FYS: Innovations for Glbl EconLecture,First Year Seminar,38,FFYS,1000,59,48899,751,Yanjie Wang,TT,Westchester,Classroom Based Course
FYS: Bad CatholicsLecture,First Year Seminar,38,FFYS,1000,60,48900,354,Juan Mah y Busch,MW,Westchester,Classroom Based Course
FYS: Islam & Building AmericaLecture,First Year Seminar,38,FFYS,1000,61,48901,561,Paola Moscarelli,TT,Westchester,Classroom Based Course
FYS: Political ShakespeareLecture,First Year Seminar,38,FFYS,1000,65,48903,13,Aine O'Healy,MW,Westchester,Classroom Based Course
FYS: Multiracial VoicesLecture,First Year Seminar,38,FFYS,1000,66,48905,13,Aine O'Healy,TT,Westchester,Classroom Based Course
FYS: East Asian CinemaLecture,First Year Seminar,38,FFYS,1000,82,48904,416,Laura Huffman,MWF,Westchester,Classroom Based Course
FYS: Art of UnderstandingLecture,First Year Seminar,38,FFYS,1000,84,48939,,,MW,Westchester,Classroom Based Course
Italian Food CulturesLecture,Foreign Literature in Trans,40,FNLT,3251,1,48871,,,MW,Westchester,Classroom Based Course
SS:Cntmp Wmns Writ in Brit&IreLecture,Foreign Literature in Trans,40,FNLT,3998,SA1,49164,416,Laura Huffman,NA,"London, England",Classroom Based Course
CC: Screening Migr in Cntmp EuLecture,Foreign Literature in Trans,40,FNLT,4200,SA1,49165,416,Laura Huffman,NA,"London, England",Classroom Based Course
French 1Lecture,French,41,FREN,2101,1,42332,451,Marc Lony,MWF,Westchester,Classroom Based Course
French 1Lecture,French,41,FREN,2101,2,42333,732,Veronique Flambard-Weisbart,MWF,Westchester,Classroom Based Course
French 2Lecture,French,41,FREN,2102,1,43667,732,Veronique Flambard-Weisbart,MWF,Westchester,Classroom Based Course
French 3Lecture,French,41,FREN,2103,1,41242,732,Veronique Flambard-Weisbart,MWF,Westchester,Classroom Based Course
French 4Lecture,French,41,FREN,2104,1,43700,679,Susan Faillard,MWF,Westchester,Classroom Based Course
History of IdeasLecture,French,41,FREN,3240,1,48872,,,TT,Westchester,Classroom Based Course
Stylistics and TranslationLecture,French,41,FREN,3450,1,44499,,,TT,Westchester,Classroom Based Course
Workshop in Professional FrenchWorkshop,French,41,FREN,4250,1,48873,,,TT,Westchester,Classroom Based Course
Senior Capstone ProjectLecture,French,41,FREN,4990,1,41245,,,NA,Westchester,Other
SS: Elementary German ILecture,German,44,GRMN,1998,SA1,48069,679,Susan Faillard,NA,"Bonn, Germany",Classroom Based Course
German 1Lecture,German,44,GRMN,2101,1,42335,724,Udo Steves,MWF,Westchester,Classroom Based Course
German 2Lecture,German,44,GRMN,2102,1,42336,,,MWF,Westchester,Classroom Based Course
German 3Lecture,German,44,GRMN,2103,1,41246,,,MWF,Westchester,Classroom Based Course
German 4Lecture,German,44,GRMN,2104,1,44397,134,Christopher Cappelli,MWF,Westchester,Classroom Based Course
SS: Intermediate GermanLecture,German,44,GRMN,2998,SA1,49145,,,NA,"Bonn, Germany",Classroom Based Course
SS: Germany MasteryLecture,German,44,GRMN,3998,SA1,48071,,,NA,"Bonn, Germany",Classroom Based Course
German FolkloreLecture,German,44,GRMN,4552,1,48874,264,Hawley Almstedt,MWF,Westchester,Classroom Based Course
Personal HealthLecture,Health & Human Sciences,46,HHSC,1700,1,49096,713,Todd Shoepe,W,Westchester,Classroom Based Course
Personal HealthLecture,Health & Human Sciences,46,HHSC,1700,2,49097,,,MW,Westchester,Classroom Based Course
Expl Hlth & Human Sci SemLecture,Health & Human Sciences,46,HHSC,1900,1,49098,713,Todd Shoepe,M,Westchester,Classroom Based Course
Medical TerminologyLecture,Health & Human Sciences,46,HHSC,1910,1,49099,,,F,Westchester,Classroom Based Course
NutritionLecture,Health & Human Sciences,46,HHSC,2300,1,49100,,,TT,Westchester,Classroom Based Course
Human Anatomy Physiology IILecture,Health & Human Sciences,46,HHSC,2550,1,49102,,,MW,Westchester,Classroom Based Course
Human Anatmy/Physiolgy II LabLab,Health & Human Sciences,46,HHSC,2556,1,49104,,,Th,Westchester,Classroom Based Course
Human Anatmy/Physiolgy II LabLab,Health & Human Sciences,46,HHSC,2556,2,49105,134,Christopher Cappelli,Th,Westchester,Classroom Based Course
Human Anatmy/Physiolgy II LabLab,Health & Human Sciences,46,HHSC,2556,3,49106,,,Th,Westchester,Classroom Based Course
"Science, Nutrition, and HealthLecture",Health & Human Sciences,46,HHSC,2780,1,49107,101,Caio de Sousa Silva,TT,Westchester,Classroom Based Course
"Science, Nutrition, and HealthLecture",Health & Human Sciences,46,HHSC,2780,2,49108,604,Robert Musci,TT,Westchester,Classroom Based Course
"Science, Nutrition, and HealthLecture",Health & Human Sciences,46,HHSC,2780,3,49109,604,Robert Musci,TT,Westchester,Classroom Based Course
Public HealthLecture,Health & Human Sciences,46,HHSC,3220,1,49110,101,Caio de Sousa Silva,MW,Westchester,Classroom Based Course
Upper Extremity EvaluationLecture,Health & Human Sciences,46,HHSC,3600,1,49112,,,MW,Westchester,Classroom Based Course
Exercise PhysiologyLecture,Health & Human Sciences,46,HHSC,3750,1,49121,264,Hawley Almstedt,MW,Westchester,Classroom Based Course
Exercise Physiology LabLab,Health & Human Sciences,46,HHSC,3756,1,49122,134,Christopher Cappelli,T,Westchester,Classroom Based Course
Exercise Physiology LabLab,Health & Human Sciences,46,HHSC,3756,2,49123,639,Sarah Strand,T,Westchester,Classroom Based Course
Exercise Physiology LabLab,Health & Human Sciences,46,HHSC,3756,3,49124,604,Robert Musci,T,Westchester,Classroom Based Course
KinesiologyLecture,Health & Human Sciences,46,HHSC,3800,1,49116,305,Jenevieve Roper,TT,Westchester,Classroom Based Course
Health Human Sciences TeachngLecture,Health & Human Sciences,46,HHSC,3900,1,49125,,,NA,Westchester,Other
Health Human Sciences TeachngLecture,Health & Human Sciences,46,HHSC,3900,2,49126,,,NA,Westchester,Other
Health Human Sciences TeachngLecture,Health & Human Sciences,46,HHSC,3900,3,49127,713,Todd Shoepe,NA,Westchester,Other
Health Human Sciences TeachngLecture,Health & Human Sciences,46,HHSC,3900,4,49128,101,Caio de Sousa Silva,NA,Westchester,Other
Health Human Sciences TeachngLecture,Health & Human Sciences,46,HHSC,3900,5,49129,264,Hawley Almstedt,NA,Westchester,Other
Health Human Sciences TeachngLecture,Health & Human Sciences,46,HHSC,3900,6,49130,264,Hawley Almstedt,NA,Westchester,Other
Health Human Sciences TeachngLecture,Health & Human Sciences,46,HHSC,3900,7,49131,264,Hawley Almstedt,NA,Westchester,Other
Health Human Sciences TeachngLecture,Health & Human Sciences,46,HHSC,3900,8,49132,639,Sarah Strand,NA,Westchester,Other
Health Human Sciences TeachngLecture,Health & Human Sciences,46,HHSC,3900,9,49133,639,Sarah Strand,NA,Westchester,Other
Allied Health InternshipLecture,Health & Human Sciences,46,HHSC,3950,1,49134,639,Sarah Strand,W,Online,Fully Online Course
Allied Health Internship IILecture,Health & Human Sciences,46,HHSC,3970,1,49135,305,Jenevieve Roper,NA,Online,Fully Online Course
SS: Medical Nutrition TherapyLecture,Health & Human Sciences,46,HHSC,3998,1,49111,305,Jenevieve Roper,TT,Westchester,Classroom Based Course
Thrptc Modalities Sprts MedLecture,Health & Human Sciences,46,HHSC,4600,1,49118,305,Jenevieve Roper,TT,Westchester,Classroom Based Course
Thrptc Modlts Sprts Med LabLab,Health & Human Sciences,46,HHSC,4606,1,49119,134,Christopher Cappelli,Th,Westchester,Classroom Based Course
Thrptc Modlts Sprts Med LabLab,Health & Human Sciences,46,HHSC,4606,2,49120,273,Inas Kelly,Th,Westchester,Classroom Based Course
Snc Prin Strngth CondtLecture,Health & Human Sciences,46,HHSC,4750,1,49113,26,Alexandra Sturm,MW,Westchester,Classroom Based Course
Strngh Phsio Assmnt LabLab,Health & Human Sciences,46,HHSC,4756,1,49114,174,David Quam,Th,Westchester,Classroom Based Course
Strngh Phsio Assmnt LabLab,Health & Human Sciences,46,HHSC,4756,2,49115,263,Hassan Movahedi,Th,Westchester,Classroom Based Course
SS: Prevention NeuroscienceLecture,Health & Human Sciences,46,HHSC,4998,1,49136,174,David Quam,MW,Westchester,Classroom Based Course
Intro to Health & SocietyLecture,Health and Society,45,HEAS,2000,1,45842,174,David Quam,TT,Westchester,Classroom Based Course
SS: Refrig Moms and Wild BoysLecture,Health and Society,45,HEAS,3998,3,49041,332,John Poladian,MW,Westchester,Classroom Based Course
Systems Engr for HealthcareLecture,Healthcare Systems Engineering,49,HSEG,605,1,46934,63,Anthony Perron,M,Westchester,Hybrid Course
Patient Safety & Qualty SystmsLecture,Healthcare Systems Engineering,49,HSEG,625,1,45821,466,Mark Anderson,T,Westchester,Hybrid Course
Adv Lean Mgmt HealthcareLecture,Healthcare Systems Engineering,49,HSEG,635,1,45822,466,Mark Anderson,Th,Westchester,Hybrid Course
Prep for Capstone ProjectLecture,Healthcare Systems Engineering,49,HSEG,695,1,45823,,,NA,Online,Fully Online Course
Project in HealthcareLecture,Healthcare Systems Engineering,49,HSEG,696,1,45760,,,NA,Online,Fully Online Course
Premodern World HistoryLecture,History,47,HIST,1010,1,48738,391,Kevin McDonald,MWF,Westchester,Classroom Based Course
Premodern World HistoryLecture,History,47,HIST,1010,2,48739,,,MWF,Westchester,Classroom Based Course
Premodern World HistoryLecture,History,47,HIST,1010,3,48740,,,MWF,Westchester,Classroom Based Course
Modern World HistoryLecture,History,47,HIST,1050,1,48741,589,Rebecca Wall,TT,Westchester,Classroom Based Course
Modern World HistoryLecture,History,47,HIST,1050,2,48742,460,Margarita Ochoa,TT,Westchester,Classroom Based Course
America and the Atlantic WorldLecture,History,47,HIST,1301,1,46589,460,Margarita Ochoa,TT,Westchester,Classroom Based Course
United States and the WorldLecture,History,47,HIST,1400,1,48308,,,MWF,Westchester,Classroom Based Course
United States and the WorldLecture,History,47,HIST,1400,2,48309,460,Margarita Ochoa,MWF,Westchester,Classroom Based Course
African States since 1800Lecture,History,47,HIST,1600,1,46591,28,Ali Olomi,TT,Westchester,Classroom Based Course
Colonial Latin AmericaLecture,History,47,HIST,1700,1,47495,28,Ali Olomi,TT,Westchester,Classroom Based Course
Colonial Latin AmericaLecture,History,47,HIST,1700,2,47496,422,Lauren Cole,TT,Westchester,Classroom Based Course
Modern AsiaLecture,History,47,HIST,1800,1,44409,422,Lauren Cole,MW,Westchester,Classroom Based Course
Introduction to HistoryLecture,History,47,HIST,1995,1,47499,549,Nicolas Rosenthal,T,Westchester,Classroom Based Course
SS: Islamic SocietiesLecture,History,47,HIST,1998,1,48746,289,James Taylor,MW,Westchester,Classroom Based Course
SS: Islamic SocietiesLecture,History,47,HIST,1998,2,48747,552,Nigel Raab,MW,Westchester,Classroom Based Course
Race and Ethnicity in AmericaLecture,History,47,HIST,2410,1,47249,552,Nigel Raab,MW,Westchester,Classroom Based Course
Race and Ethnicity in AmericaLecture,History,47,HIST,2410,2,47250,642,Sean Dempsey,MW,Westchester,Classroom Based Course
Sem: Indigenous HistoriesSeminar,History,47,HIST,2450,1,47500,642,Sean Dempsey,TT,Westchester,Classroom Based Course
The BalkansLecture,History,47,HIST,3275,SA1,48129,63,Anthony Perron,NA,Croatia,Classroom Based Course
History of Russian Foreign PolicyLecture,History,47,HIST,3282,1,48748,46,Andreas Geyr,TT,Westchester,Classroom Based Course
Hist of Russian Foreign PolicyLecture,History,47,HIST,3282,2,48997,549,Nicolas Rosenthal,TT,Westchester,Classroom Based Course
Religion & US Pol HistLecture,History,47,HIST,3430,1,47501,,,MW,Westchester,Classroom Based Course
Religion & US Pol HistLecture,History,47,HIST,3430,2,47502,589,Rebecca Wall,MW,Westchester,Classroom Based Course
Law and Society in Medieval EuropeLecture,History,47,HIST,4150,1,48749,589,Rebecca Wall,MW,Westchester,Classroom Based Course
20th-Century EuropeLecture,History,47,HIST,4206,SA1,48072,,,NA,"Bonn, Germany",Classroom Based Course
History of CaliforniaLecture,History,47,HIST,4412,1,48750,,,TT,Westchester,Classroom Based Course
Modern ChinaLecture,History,47,HIST,4820,1,49168,391,Kevin McDonald,MW,Westchester,Classroom Based Course
SS: Env. & Tech. in AfricaLecture,History,47,HIST,4998,1,48751,460,Margarita Ochoa,TT,Westchester,Classroom Based Course
SS: Env. & Tech. in AfricaLecture,History,47,HIST,4998,2,49222,,,TT,Westchester,Classroom Based Course
SS: Brit & Eur:The Awk PartnerLecture,History,47,HIST,4998,SA1,49174,,,NA,"London, England",Classroom Based Course
SS: Modrn Brit and Brit EmpireLecture,History,47,HIST,4998,SA2,49175,,,NA,"London, England",Classroom Based Course
Sem: America and the SeaSeminar,History,47,HIST,5400,1,48752,,,TT,Westchester,Classroom Based Course
Senior ThesisLecture,History,47,HIST,5900,1,46610,612,Robin Wang,NA,Online,Fully Online Course
HNRS Colloq: Intro to HonorsLecture,Honors,48,HNRS,1000,1,41423,612,Robin Wang,T,Westchester,Classroom Based Course
HNRS Colloq: Intro to HonorsLecture,Honors,48,HNRS,1000,2,41424,295,Jason Baehr,T,Westchester,Classroom Based Course
HNRS Colloq: Intro to HonorsLecture,Honors,48,HNRS,1000,3,41425,226,Eric Swanson,W,Westchester,Classroom Based Course
HNRS Colloq: Intro to HonorsLecture,Honors,48,HNRS,1000,4,41426,226,Eric Swanson,W,Westchester,Classroom Based Course
Honors Philosophical InquiryLecture,Honors,48,HNRS,1100,1,41427,,,TT,Westchester,Classroom Based Course
Honors Philosophical InquiryLecture,Honors,48,HNRS,1100,2,41428,,,TT,Westchester,Classroom Based Course
Honors Philosophical InquiryLecture,Honors,48,HNRS,1100,3,45366,38,Amy Woodson-Boulton,MW,Westchester,Classroom Based Course
Honors Theological InquiryLecture,Honors,48,HNRS,1200,1,41429,38,Amy Woodson-Boulton,MW,Westchester,Classroom Based Course
Honors Theological InquiryLecture,Honors,48,HNRS,1200,2,41430,708,Timothy Shanahan,MW,Westchester,Classroom Based Course
HNRS Colloq: Resrch & ExhibitnLecture,Honors,48,HNRS,2000,1,41431,,,T,Westchester,Classroom Based Course
HNRS Colloq: Resrch & ExhibitnLecture,Honors,48,HNRS,2000,2,41432,111,Cassidy Alvarado,M,Westchester,Classroom Based Course
Honors Hist Analysis & PerspecLecture,Honors,48,HNRS,2100,1,41434,166,David Clawson,MW,Westchester,Classroom Based Course
Honors Hist Analysis & PerspecLecture,Honors,48,HNRS,2100,2,41774,611,Robin Miskolcze,MW,Westchester,Classroom Based Course
"Hnrs Nature of Sci, Tech, MathLecture",Honors,48,HNRS,2200,1,41775,,,MW,Westchester,Classroom Based Course
HNRS Colloq: Edge What We KnowLecture,Honors,48,HNRS,3000,1,41436,104,Carissa Phillips-Garrett,F,Westchester,Classroom Based Course
Honors Colloquium: ONIF FellowLecture,Honors,48,HNRS,3001,1,48063,104,Carissa Phillips-Garrett,NA,Online,Fully Online Course
Honors Literary AnalysisLecture,Honors,48,HNRS,3200,1,48059,260,Hai Tran,M,Westchester,Classroom Based Course
Honors Literary AnalysisLecture,Honors,48,HNRS,3200,2,48060,272,Ian Moore,TT,Westchester,Classroom Based Course
Honors Colloquium: PortfolioLecture,Honors,48,HNRS,4000,1,41582,211,Elizabeth Drummond,NA,Westchester,Other
Honors Beyond Good & EvilLecture,Honors,48,HNRS,4200,1,48061,638,Sarah Mitchell,TT,Westchester,Classroom Based Course
Honors Beyond Good & EvilLecture,Honors,48,HNRS,4200,2,48062,264,Hawley Almstedt,TT,Westchester,Classroom Based Course
Honors ThesisLecture,Honors,48,HNRS,5000,1,48064,173,David Offenberg,NA,Westchester,Other
Honors ThesisLecture,Honors,48,HNRS,5000,2,48217,105,Carl Urbinati,NA,Westchester,Other
Honors ThesisLecture,Honors,48,HNRS,5000,3,48218,39,Ana Gadh,NA,Westchester,Other
Honors ThesisLecture,Honors,48,HNRS,5000,4,48219,598,Robbie Nakatsu,NA,Westchester,Other
