name,department,rating,count_ratings,difficulty,would_retake
Virginia Saya,Music,3.9,12,2.5,50%
Joseph Perry,Political Science,0.0,0,0,100%
Sean Fenton,Theater,5.0,32,1.1,100%
Amber Bratcher-Covino,Biology,3.3,3,3,80%
Alexandra Sturm,Psychology,3.9,9,3.9,70%
Mary Kuryla,Film,4.3,9,2.6,100%
Tom McNulty,Film & Television,0.0,0,0,N/A
Marne Campbell,African-American Studies,4.1,16,2.3,100%
Brian Rountree,Communication Studies,5.0,1,1,100%
Daniel Freedland,Communication Studies,4.1,7,2.1,100%
Yongsun Paik,Business Administration,2.7,42,4,0%
Joseph Hattendorf,Accounting,3.6,14,3.5,64%
Marc Calera,Theater,0.0,0,0,N/A
Lambert Doezema,Chemistry,4.6,63,3.5,94%
Jeff Phillips,Physics,4.0,18,3.1,84%
Prachi Jain,Economics,4.6,11,3.9,92%
Robert Winsor,Business,4.7,46,2.4,100%
Kimberly Rohm,Marketing,4.0,2,1.5,100%
Mitchell Hamilton,Marketing,4.5,13,2,100%
Edgar Rothermich,Audio Production,4.7,10,3.6,100%
Diane Meyer,Fine Arts,3.7,15,2.6,25%
Stephanie Beaudion,Health Sciences,3.0,2,4,67%
Leena Pendharker,Film,2.9,14,2.7,50%
Grace Kao,Theology,4.6,5,2.2,92%
Robert Senter,Chemistry,3.8,16,3.1,87%
Frederick Ayeroff,Film & Television,4.9,10,1.6,100%
Thomas Ford,Environmental Science,4.3,4,2.5,100%
Amy Woodson-Boulton,History,4.5,52,3.3,100%
Darin Earley,Education,5.0,1,2,100%
Nyema Guannu,Economics,4.7,32,2.3,95%
Kenneth Rudnick,Law,3.6,60,3.6,54%
Ela Freeman,Spanish,3.5,2,4,50%
Stephen Heller,Chemistry,4.6,16,3.5,100%
Zhen Tang,Marketing,5.0,7,2.2,100%
Chaya Crowder,Political Science,1.5,17,4.7,43%
Mark Diamond,Theological Studies,4.0,9,2.6,75%
Kristo Gobin,Communication Studies,4.9,34,2.3,97%
Abran Padilla,Business,2.0,3,4.7,50%
Kristen Covino,Biology,3.2,9,3.4,40%
Matthew Schlissel,Film & Television,5.0,2,2,100%
Patricia Martinez,Management,3.2,44,2.9,43%
Ian Moore,Philosophy,4.3,3,2.3,100%
Anna Winget,Theater,0.0,0,0,N/A
Teah Goldberg,English,4.8,38,2.7,98%
Sharon Mooney,Film  Television,4.4,7,3.4,75%
Arik Greenberg,Theology,4.4,39,1.9,92%
Todd Shoepe,Natural Sciences,4.8,40,3.7,100%
Robert Musci,Chemistry,0.0,0,0,100%
Kyra Pearson,Communication Studies,4.0,39,2.9,82%
Arthur Gross-Schaefer,Business Law,4.5,13,3.4,91%
Sunil Murthy,Business,3.0,1,3,100%
Lauren Cole,History,3.8,15,3.6,34%
Ashley Ireland,Education,3.0,1,3,0%
Ayser Sulman,Film & Television,0.0,0,0,N/A
William Kinsella,Accounting,3.4,44,3.5,46%
Carolyn Viviano,Biology,4.6,12,2.6,100%
Eric Perl,Philosophy,3.2,40,3.8,46%
K.J. Peters,English,4.0,46,3.5,77%
Sean Dempsey,History,4.8,16,2.2,100%
Derek D'Sa,Finance,4.0,15,3.1,90%
Douglas Burton-Christie,Theological Studies,4.0,7,2.7,100%
Michael Brodsky,Fine Arts,2.3,45,3.1,60%
Heidi Fessler,Archaeology,5.0,1,3,100%
Nigel Raab,History,3.6,80,3.3,65%
Oscar Tovar,Philosophy,4.7,16,2.8,100%
Damon Hines,Communication Studies,4.2,33,2.1,80%
Natalie Ortiz,Mathematics,4.6,39,2.4,96%
Kevin Wetmore,Theater,4.7,24,2.2,100%
Sonia Desai,Theater,3.5,2,3,50%
Dana Resnick,Theater,3.9,10,2.5,72%
Frank Sheppard,Theater,4.5,4,1.8,100%
Dominique Braxton,Marketing,4.0,1,2,100%
Joshua Beckett,Theology,3.8,6,2.5,75%
Trevor Zink,Business,3.8,28,3.8,73%
Charmaine Kaimikaua,Communication Studies,3.1,16,1.8,60%
Mobashera Hallam,Mathematics,3.7,15,3.3,79%
Laura Smyth,Dance,3.5,4,1,100%
Ingrid Greene,Management,4.3,3,3,100%
Marcela Garcia-Romero,Philosophy,4.0,6,3.5,67%
Dustin Reece,Business,4.2,15,2.3,100%
Sean Winkler,Philosophy,5.0,12,2.5,100%
Rosanna Lu,Theology,3.7,3,3.3,75%
Erin Kaplan,Economics,3.7,11,2.9,79%
Ashleigh Campi,Political Science,4.1,11,3.1,75%
Brian Reedy,Theology,4.7,10,2.2,92%
Eugene Brancolini,Communication Studies,4.3,15,2.2,86%
Stephen Ujlaki,Film,0.0,0,0,100%
Michael Courey,Theological Studies,5.0,1,2,100%
Linh Hua,English,5.0,1,3,100%
Charles Erven,Theater,2.7,3,4.3,0%
Maxellende Ezin,Biology,2.5,14,4.5,42%
Karen Ellis,Mathematics,4.1,93,2.5,84%
Nicole Bouvier-Brown,Chemistry,3.1,40,4,46%
Alexander Zambrano,Philosophy,4.3,12,3.1,90%
Chela Willey,Psychology,4.8,22,3.1,100%
Darnise Martin,Theology,3.2,49,2.7,46%
Eugenio Volpe,English,4.5,11,2.1,94%
Sydney Bright,Animation,0.0,0,0,100%
Negin Ghavami,Psychology,2.7,16,4.1,25%
Jeremy McCallum,Chemistry,4.8,39,3.5,100%
Michael Foy,Psychology,3.6,90,3.5,66%
Mark Anderson,History,4.6,7,3,93%
Tyler De Groot,Accounting,4.4,7,3.7,93%
Micah Officer,Finance,3.3,7,3.9,34%
Nnogo Obiamiwe,Business Law,4.4,17,2.5,93%
Aimee Ross,English,4.8,18,2.9,100%
Nancy Coster,Accounting,4.5,55,3.5,91%
Vincent Coletta,Physics,3.0,16,3.5,20%
Rafiql Noorani,Engineering,2.6,28,2,50%
Chris Hong,Mechanical Engineering,1.0,1,4,0%
Junyuan Lin,Mathematics,4.0,1,2,100%
Kaelyn Sabal-Wilson,African-American Studies,0.0,0,0,100%
Au Vo,Computer Information Systems,2.3,3,3,34%
Swarup Joshi,Economics,3.9,15,3.6,80%
Gabriele Varieschi,Physics,4.7,9,1.9,100%
Julian Saint Clair,Marketing,4.7,27,2.3,85%
Juan Ortiz,Mathematics,4.4,18,2.7,85%
Nathan Sessoms,Sociology,5.0,5,1.6,100%
Gregory Ruzzin,Film amp Television,3.7,3,2.7,67%
Edward Mosteig,Mathematics,4.6,34,3,95%
David Parrish,Film,0.0,0,0,N/A
Charles Vance,Management,4.0,36,2.3,100%
Danielle Borgia,American Studies,3.1,41,3.8,46%
Zahra Alavi,Physics,3.7,10,2.9,70%
Gregory Lontok,Computer Information Systems,5.0,9,3.2,100%
Lisa Daggett,Business,4.4,7,2.4,90%
Christopher Gipson,Classics,0.0,0,0,100%
Martina Ramirez,Biology,4.3,38,2.2,25%
Paul Harris,English,3.8,23,2.9,90%
Nora Murphy,Psychology,3.9,29,3.1,93%
Kayoko Okada,Psychology,2.8,15,3.8,42%
Klaus Shipman,Film & Television,2.7,3,4.7,34%
Sarah Babbitt,Philosophy,0.0,0,0,N/A
Vivian Lezak,Mathematics,4.2,24,2.7,93%
Susan Elkinawy,Finance,3.9,31,3.5,75%
Germano Saracco,Film amp Television,0.0,0,0,N/A
Mark Gaynor,Philosophy,2.5,2,2.5,34%
Yu Li,Modern Languages & Literatures,5.0,2,3.5,100%
Alexander Glosenberg,Entrepreneurship,3.0,9,3.9,54%
T.J. Harper,Music,3.7,3,3,80%
Peter Ferguson,Electrical Engineering,4.7,3,3.3,100%
Lawrence Lacey,Theater,5.0,6,3.3,100%
Wendy Binder,Biology,3.5,48,3.4,34%
Timothy Shanahan,Philosophy,3.5,46,3.4,44%
Anthony Hui,Mathematics,3.0,22,2.3,50%
Kala Seal,Business,3.1,62,4.2,50%
Constance Chen,History,3.8,62,2.8,100%
Ellen Ensher,Management,4.0,40,2.3,100%
Bradley Mankoff,Political Science,4.0,1,3,0%
Anna Terzyan,Economics,3.2,32,2.9,69%
Fulya Ersoy,Economics,4.6,9,3.7,100%
Mark Saya,Music,3.9,16,3.6,34%
Elizabeth Quinn,Film & Television,4.8,4,2.8,100%
Amir Hussain,Theology,4.9,99,2.3,84%
Kimberly Moekle,English,5.0,4,3.2,100%
Kenneth Provencher,Film & Television,4.6,8,2.7,100%
Andrew Dilts,Political Science,5.0,23,4,100%
Catherine Peters,Philosophy,3.3,11,3.5,62%
Marisa De Silva,Music,5.0,2,2,100%
Cory Evans,Biology,2.5,7,4.6,50%
Jason Jarvis,Communication Studies,3.2,18,3.3,48%
Gabriele Magni,Political Science,3.9,7,2.9,75%
Nirinjan Khalsa,Theological Studies,4.6,9,2.4,82%
Sheila Forman,Psychology,4.3,15,2.5,67%
Sandibel Borges,Women's Studies,5.0,3,2.7,100%
Daphne Sicre,Theater,3.4,5,3,60%
Mark Chilingar,Psychology,2.1,35,2.1,9%
Lauren Guerra,Theology,2.7,7,3,50%
Matthew Petrusek,Theology,3.8,32,3.3,76%
Joshua Kulmac Butler,English,3.4,20,3.4,43%
Allison Noyes,Communication Studies,4.2,16,3.5,85%
Rochelle Webb,Entrepreneurship,3.7,3,4.3,75%
Mark Chillingar,Psychology,0.0,0,0,N/A
Tyler Harlan,Urban Studies,3.8,9,3.4,92%
Pippa Drennan,Biology,4.0,31,2.7,100%
Sheilah Jones,Theology,3.5,52,3.1,43%
Linda Leon,Business,3.2,52,3.6,50%
Shirin Birjandi,Biology,4.1,15,3.2,74%
Shirin Mollah,Economics,1.4,5,3.6,25%
Maureen Fitzsimmons,Liberal Studies,5.0,9,2.6,100%
Diana Santacrose,Psychology,2.3,13,3.9,29%
Megan Gallipeau,Mathematics,5.0,7,2.6,100%
Margarete Feinstein,Theological Studies,3.6,20,3.7,74%
David Kovacs,Philosophy,4.1,24,2.5,88%
Stacee Comage,Film & Television,5.0,1,2,100%
Madhu Viswanathan,Marketing,1.5,19,2.2,23%
Eric Young,Economics,4.4,40,3,91%
Josette Banks,Psychology,2.8,25,3.9,56%
Eddie Becton,American Studies,3.9,22,2.2,100%
Christopher  Murphy,Philosophy,2.3,23,3.7,40%
Robert Simmons,Film & Television,4.5,32,3.5,67%
Yanjie Wang,Asian Pacific American Studies,3.9,10,3.7,73%
Saori Shiraki,Chemistry,3.7,22,3.5,76%
Francisco Valle,Business,3.3,7,1.9,67%
Kevin McDonald,History,2.8,22,3.7,36%
Devon Golaszewski,History,4.2,5,2.2,84%
Sariolghalam Mahmood,Political Science,4.5,8,3.7,95%
Stephanie Limoncelli,Sociology,4.5,21,3,84%
Barbara Marino,Engineering,4.3,18,3.1,50%
Delaram Yazdansepas,Computer Science,3.0,2,4,80%
Mark Aloysius,Theological Studies,2.0,1,3,80%
Jill Nunes-Jensen,Dance,3.4,5,2.6,60%
William McClain,Communication Studies,4.9,12,2,100%
Sara Simpson,Psychology,4.8,4,3.2,75%
Cathleen McGrath,Business,2.7,36,2.6,29%
James Faught,Sociology,3.4,37,3.4,0%
Erika Yagi,Modern Languages & Literatures,5.0,1,2,100%
Petra Liedke - Konow,German,4.9,19,2.2,60%
Daniela Chavez,English,0.0,0,0,100%
Janik Abishek,Theology,0.0,0,0,N/A
Christopher Kaczor,Philosophy,3.3,53,3.1,80%
John Reilly,English,1.7,46,4.1,0%
Bassam Farah,Business,0.0,0,0,N/A
Briana Maturi,Education,5.0,2,1.5,100%
Sina Zare,Business,0.0,0,0,100%
Scott Roniger,Philosophy,4.0,9,3.6,73%
Emma Davis,Economics,2.9,11,2.4,54%
Soumya Mukherjee,Business,2.4,9,4.2,62%
Matthew Siniawski,Mechanical Engineering,3.9,13,2,60%
Emma Cones,African-American Studies,1.0,2,2.5,N/A
Carlos Villegas,Economics,0.0,0,0,100%
Tory Smith,Theater,0.0,0,0,100%
Jade Chen,Accounting,1.0,1,5,100%
Judy Park,English,3.2,42,3.3,78%
Luke Blong,Philosophy,0.0,0,0,N/A
Melissa Fitzpatrick,Business,0.0,0,0,100%
Eric Martin,Theology,5.0,1,2,100%
Robin Wang,Philosophy,4.1,30,2.2,84%
Elham Ghashghai,Engineering,0.0,0,0,N/A
Tyler Horvath,Physics,0.0,0,0,100%
Hossein Asghari,Computer Science,2.8,6,4.3,63%
Anna Papazian,Finance,0.0,0,0,100%
Jain Abhishek,Theology,0.0,0,0,N/A
Victor Lin,Engineering,0.0,0,0,N/A
Charles Jurgensmeier,Theological Studies,2.0,1,4,100%
Sijun Wang,Business,0.0,0,0,N/A
Vincente Reja,Philosophy,4.0,1,3,100%
Miguel Reyna,Education,0.0,0,0,N/A
Monica Cabrera,Modern Languages & Literatures,4.3,50,3.5,75%
Christina Beck,Film & Television,0.0,0,0,N/A
Douglas Eboch,Film & Television,0.0,0,0,100%
Adam Morgenstern,History,0.0,0,0,100%
Carla Moreno,Economics,5.0,1,3,100%
Anthony Kmetty,Business,4.6,28,1.8,90%
Tony Kmetty,Business,4.6,14,1.4,93%
Gloria Shin,Film  Television,2.8,17,3.2,56%
William Shaules,Theology,4.0,58,2.8,82%
Gloria Shin,Film & Television,0.0,0,0,N/A
Jodi Finkel,Political Science,3.6,119,4.3,71%
Megan Barnes,English,4.9,56,2.4,99%
Chun Lee,Finance,2.3,44,3.3,0%
Rebecca Avalos,Communication Studies,5.0,16,3.6,100%
Luciano Manfredi Console,Mathematics,3.7,7,3.1,100%
Sina Kramer,Women,4.5,31,3.7,89%
Wesley Kading,Business,4.6,27,2.7,89%
Dee Filecia,Political Science,4.0,4,2,75%
Bryan Wisch,English,4.9,7,1.8,100%
Andrew Forney,Computer Science,3.9,36,3.9,76%
Martin Ngo,Film,0.0,0,0,N/A
Eduardo Carmona,Film,0.0,0,0,N/A
Evan Cheney,Philosophy,4.0,1,2,100%
Ayser  Salman,Film & Television,5.0,1,2,100%
Pelin Giwa,Physics,1.0,1,4,N/A
Sonya Kemp,Management,4.0,1,3,100%
Daniela  Barrero,English,5.0,1,1,100%
Panteleimon Vassilakis,Film & Television,0.0,0,0,N/A
Nathan Chan,Political Science,0.0,0,0,100%
Anupama Prabhala,Pacific & Asian Studies,2.0,1,3,N/A
Neelanjana Banerjee,Pacific & Asian Studies,0.0,0,0,N/A
Katherine Jackson,Art & Art History,0.0,0,0,N/A
Marc Valera,Theater,0.0,0,0,N/A
Andy Langdon,Film,0.0,0,0,N/A
Tom Bielek,Business,0.0,0,0,N/A
Robin Wilson,Mathematics,0.0,0,0,N/A
Amanda Malone,English,0.0,0,0,N/A
Pablo Robles,History,0.0,0,0,N/A
Jonathan Shoemaker,Philosophy,0.0,0,0,N/A
Wayne Hung,Chemistry,5.0,1,2,100%
Sandy Ko,Chinese,5.0,1,3,100%
Layla Karst,Theological Studies,0.0,0,0,N/A
Vincent DeLuca,Film & Television,4.0,1,1,100%
Albert Gasser,Film & Television,0.0,0,0,N/A
Christopher Cormier,Education,1.0,1,2,N/A
Timothy Freire,Philosophy,0.0,0,0,N/A
Elliott Piros,History,0.0,0,0,N/A
Malcolm Frierson,African-American Studies,5.0,1,2,100%
Kenneth  Garett ,Education,0.0,0,0,N/A
Adam Thal,Political Science,5.0,1,2,100%
Nathalie Saededdin,Business,5.0,1,2,100%
Le Wang,Mathematics,0.0,0,0,N/A
Rebecca Wall,History,0.0,0,0,N/A
Jessica Martinez-Tebbel,Women's Studies,4.3,4,3,100%
Michael Tang,Fine Arts,4.1,57,3.5,92%
Boniface Mbouzao,Computer Science,0.0,0,0,100%
Eliza Rodriguez Y Gibson,Chicano Studies,2.4,13,4,34%
Laura Poladian,Communication Studies,4.2,24,3,82%
Therese Edwards,Communication Studies,4.7,46,2.5,100%
Mariko Rooks,African-American Studies,0.0,0,0,N/A
Michael Mills,Psychology,3.5,35,2.7,46%
Ying Sai,Computer Information Systems,3.0,48,2.5,0%
Anna Harrison,Theology,4.2,37,3.6,86%
Pamela Sklar,Management,3.9,16,1.6,80%
Richard Abrams,Psychology,3.0,20,3.6,74%
Daniel Smith-Christopher,Theology,4.0,76,3.6,77%
Katerina Zacharia,Classics,3.2,27,3.9,34%
Monique Turner,Psychology,0.0,0,0,N/A
Aliaa El Sandouby,Art & Art History,0.0,0,0,N/A
Fereidoun Jahani,Mathematics,2.1,53,4,29%
Zaki Eusufzai,Economics,3.0,42,3.1,58%
Yasaman Ghasemi,Business,3.6,15,3.3,84%
B.J. Johnson,Computer Science,3.9,25,3.4,75%
Alexander Diones,Political Science,3.0,1,3,N/A
Michael Patzia,Philosophy,4.0,29,3.9,80%
Tyler Edmiston,Computer Science,4.3,4,3.8,100%
Eric Balmer,Philosophy,4.8,23,2.5,100%
Cheryl Hertz,Biology,2.1,32,4,30%
Claudia Sandoval,Political Science,2.3,22,3.9,27%
Michel van Biezen,Physics,4.3,104,2.4,89%
Simon Aihiokhai,Theological Studies,3.6,4,3.5,100%
Evan Gerstmann,Political Science,4.0,87,3.6,72%
Lucy Cook,Computer Information Systems,1.9,7,2.9,0%
Emi Harry,Computer Science,0.0,0,0,N/A
Kimberly Icreverzi,Film,1.4,5,4,0%
Philip Chmielewski,Engineering,2.9,12,3.3,60%
Amanda Apgar,Women's Studies,3.8,20,3.9,65%
Si Jun Wang,Marketing,2.3,9,2.4,67%
Li Dai,International Business,4.6,62,2.8,91%
Karen Enriquez,Theology,2.7,17,3.8,29%
Alessandro Varotto,Chemistry,3.3,25,2.4,72%
Dean Scheibel,Communication Studies,3.6,17,2.7,38%
Tracy Tiemeier,Theology,4.6,25,2.8,100%
Roy Fisher,Theological Studies,4.0,11,2.8,100%
Matt Stefl,Marketing,4.8,44,3.3,96%
Sona Gala,Business Law,4.7,21,2.7,94%
Doris  Baizley,Theater,0.0,0,0,N/A
Shelby Giles,Communication Studies,0.0,0,0,N/A
